scenario,scenario_key,name,budget,source_set,rate,seed,n_expected_steps,step_recall,chain_recall,reconstructability,n_events_pre_sampling,n_events
SC4,sc4,NPMEX,single,suricata,0.75,4,4,0.25,0.25,0.25,116215,86980
SC4,sc4,NPMEX,single,syslog,0.75,4,4,0.5,0.5,0.5,57250,42939
SC4,sc4,NPMEX,single,zeek,0.75,4,4,0.25,0.25,0.25,9368,7022
SC4,sc4,NPMEX,single,auditd,0.5,0,4,0.0,0.0,0.0,2491,1278
SC4,sc4,NPMEX,single,auth,0.5,0,4,0.25,0.25,0.25,2946,1472
SC4,sc4,NPMEX,single,suricata,0.5,0,4,0.25,0.25,0.25,116215,57863
SC4,sc4,NPMEX,single,syslog,0.5,0,4,0.25,0.25,0.25,57250,28611
SC4,sc4,NPMEX,single,zeek,0.5,0,4,0.25,0.25,0.25,9368,4702
SC4,sc4,NPMEX,single,auditd,0.5,1,4,0.0,0.0,0.0,2491,1221
SC4,sc4,NPMEX,single,auth,0.5,1,4,0.25,0.25,0.25,2946,1480
SC4,sc4,NPMEX,single,suricata,0.5,1,4,0.25,0.25,0.25,116215,58134
SC4,sc4,NPMEX,single,syslog,0.5,1,4,0.25,0.25,0.25,57250,28508
SC4,sc4,NPMEX,single,zeek,0.5,1,4,0.25,0.25,0.25,9368,4680
SC4,sc4,NPMEX,single,auditd,0.5,2,4,0.0,0.0,0.0,2491,1246
SC4,sc4,NPMEX,single,auth,0.5,2,4,0.25,0.25,0.25,2946,1481
SC4,sc4,NPMEX,single,suricata,0.5,2,4,0.25,0.25,0.25,116215,57916
SC4,sc4,NPMEX,single,syslog,0.5,2,4,0.25,0.25,0.25,57250,28785
SC4,sc4,NPMEX,single,zeek,0.5,2,4,0.25,0.25,0.25,9368,4675
SC4,sc4,NPMEX,single,auditd,0.5,3,4,0.0,0.0,0.0,2491,1223
SC4,sc4,NPMEX,single,auth,0.5,3,4,0.25,0.25,0.25,2946,1485
SC4,sc4,NPMEX,single,suricata,0.5,3,4,0.25,0.25,0.25,116215,58302
SC4,sc4,NPMEX,single,syslog,0.5,3,4,0.5,0.5,0.5,57250,28602
SC4,sc4,NPMEX,single,zeek,0.5,3,4,0.25,0.25,0.25,9368,4631
SC4,sc4,NPMEX,single,auditd,0.5,4,4,0.0,0.0,0.0,2491,1226
SC4,sc4,NPMEX,single,auth,0.5,4,4,0.25,0.25,0.25,2946,1473
SC4,sc4,NPMEX,single,suricata,0.5,4,4,0.25,0.25,0.25,116215,57992
SC4,sc4,NPMEX,single,syslog,0.5,4,4,0.5,0.5,0.5,57250,28522
SC4,sc4,NPMEX,single,zeek,0.5,4,4,0.25,0.25,0.25,9368,4676
SC4,sc4,NPMEX,single,auditd,0.25,0,4,0.0,0.0,0.0,2491,666
SC4,sc4,NPMEX,single,auth,0.25,0,4,0.25,0.25,0.25,2946,718
SC4,sc4,NPMEX,single,suricata,0.25,0,4,0.25,0.25,0.25,116215,29064
SC4,sc4,NPMEX,single,syslog,0.25,0,4,0.25,0.25,0.25,57250,14333
SC4,sc4,NPMEX,single,zeek,0.25,0,4,0.25,0.25,0.25,9368,2306
SC4,sc4,NPMEX,single,auditd,0.25,1,4,0.0,0.0,0.0,2491,598
SC4,sc4,NPMEX,single,auth,0.25,1,4,0.25,0.25,0.25,2946,718
SC4,sc4,NPMEX,single,suricata,0.25,1,4,0.25,0.25,0.25,116215,29034
SC4,sc4,NPMEX,single,syslog,0.25,1,4,0.25,0.25,0.25,57250,14345
SC4,sc4,NPMEX,single,zeek,0.25,1,4,0.25,0.25,0.25,9368,2318
SC4,sc4,NPMEX,single,auditd,0.25,2,4,0.0,0.0,0.0,2491,631
SC4,sc4,NPMEX,single,auth,0.25,2,4,0.25,0.25,0.25,2946,755
SC4,sc4,NPMEX,single,suricata,0.25,2,4,0.25,0.25,0.25,116215,29004
SC4,sc4,NPMEX,single,syslog,0.25,2,4,0.25,0.25,0.25,57250,14397
SC4,sc4,NPMEX,single,zeek,0.25,2,4,0.25,0.25,0.25,9368,2312
SC4,sc4,NPMEX,single,auditd,0.25,3,4,0.0,0.0,0.0,2491,608
SC4,sc4,NPMEX,single,auth,0.25,3,4,0.25,0.25,0.25,2946,732
SC4,sc4,NPMEX,single,suricata,0.25,3,4,0.25,0.25,0.25,116215,29169
SC4,sc4,NPMEX,single,syslog,0.25,3,4,0.5,0.25,0.5,57250,14283
SC4,sc4,NPMEX,single,zeek,0.25,3,4,0.25,0.25,0.25,9368,2345
SC4,sc4,NPMEX,single,auditd,0.25,4,4,0.0,0.0,0.0,2491,611
SC4,sc4,NPMEX,single,auth,0.25,4,4,0.25,0.25,0.25,2946,726
SC4,sc4,NPMEX,single,suricata,0.25,4,4,0.25,0.25,0.25,116215,28854
SC4,sc4,NPMEX,single,syslog,0.25,4,4,0.5,0.25,0.5,57250,14156
SC4,sc4,NPMEX,single,zeek,0.25,4,4,0.25,0.25,0.25,9368,2308
SC4,sc4,NPMEX,single,auditd,0.1,0,4,0.0,0.0,0.0,2491,265
SC4,sc4,NPMEX,single,auth,0.1,0,4,0.25,0.25,0.25,2946,286
SC4,sc4,NPMEX,single,suricata,0.1,0,4,0.25,0.25,0.25,116215,11662
SC4,sc4,NPMEX,single,syslog,0.1,0,4,0.25,0.25,0.25,57250,5739
SC4,sc4,NPMEX,single,zeek,0.1,0,4,0.25,0.25,0.25,9368,916
SC4,sc4,NPMEX,single,auditd,0.1,1,4,0.0,0.0,0.0,2491,222
SC4,sc4,NPMEX,single,auth,0.1,1,4,0.0,0.0,0.0,2946,275
SC4,sc4,NPMEX,single,suricata,0.1,1,4,0.25,0.25,0.25,116215,11549
SC4,sc4,NPMEX,single,syslog,0.1,1,4,0.0,0.0,0.0,57250,5911
SC4,sc4,NPMEX,single,zeek,0.1,1,4,0.25,0.25,0.25,9368,935
SC4,sc4,NPMEX,single,auditd,0.1,2,4,0.0,0.0,0.0,2491,257
SC4,sc4,NPMEX,single,auth,0.1,2,4,0.0,0.0,0.0,2946,321
SC4,sc4,NPMEX,single,suricata,0.1,2,4,0.25,0.25,0.25,116215,11561
SC4,sc4,NPMEX,single,syslog,0.1,2,4,0.25,0.25,0.25,57250,5780
SC4,sc4,NPMEX,single,zeek,0.1,2,4,0.25,0.25,0.25,9368,920
SC4,sc4,NPMEX,single,auditd,0.1,3,4,0.0,0.0,0.0,2491,246
SC4,sc4,NPMEX,single,auth,0.1,3,4,0.25,0.25,0.25,2946,264
SC4,sc4,NPMEX,single,suricata,0.1,3,4,0.25,0.25,0.25,116215,11533
SC4,sc4,NPMEX,single,syslog,0.1,3,4,0.5,0.25,0.5,57250,5659
SC4,sc4,NPMEX,single,zeek,0.1,3,4,0.25,0.25,0.25,9368,904
SC4,sc4,NPMEX,single,auditd,0.1,4,4,0.0,0.0,0.0,2491,242
SC4,sc4,NPMEX,single,auth,0.1,4,4,0.25,0.25,0.25,2946,294
SC4,sc4,NPMEX,single,suricata,0.1,4,4,0.25,0.25,0.25,116215,11576
SC4,sc4,NPMEX,single,syslog,0.1,4,4,0.25,0.25,0.25,57250,5656
SC4,sc4,NPMEX,single,zeek,0.1,4,4,0.25,0.25,0.25,9368,951
SC4,sc4,NPMEX,combo2,auditd+zeek,1.0,0,4,0.25,0.25,0.25,11859,11859
SC4,sc4,NPMEX,combo2,syslog+auth,1.0,0,4,0.5,0.5,0.5,60196,60196
SC4,sc4,NPMEX,combo2,auditd+syslog,1.0,0,4,0.5,0.5,0.5,59741,59741
SC4,sc4,NPMEX,combo2,zeek+syslog,1.0,0,4,0.75,0.75,0.75,66618,66618
SC4,sc4,NPMEX,combo2,zeek+auth,1.0,0,4,0.5,0.5,0.5,12314,12314
SC4,sc4,NPMEX,combo2,auditd+zeek,1.0,1,4,0.25,0.25,0.25,11859,11859
SC4,sc4,NPMEX,combo2,syslog+auth,1.0,1,4,0.5,0.5,0.5,60196,60196
SC4,sc4,NPMEX,combo2,auditd+syslog,1.0,1,4,0.5,0.5,0.5,59741,59741
SC4,sc4,NPMEX,combo2,zeek+syslog,1.0,1,4,0.75,0.75,0.75,66618,66618
SC4,sc4,NPMEX,combo2,zeek+auth,1.0,1,4,0.5,0.5,0.5,12314,12314
SC4,sc4,NPMEX,combo2,auditd+zeek,1.0,2,4,0.25,0.25,0.25,11859,11859
SC4,sc4,NPMEX,combo2,syslog+auth,1.0,2,4,0.5,0.5,0.5,60196,60196
SC4,sc4,NPMEX,combo2,auditd+syslog,1.0,2,4,0.5,0.5,0.5,59741,59741
SC4,sc4,NPMEX,combo2,zeek+syslog,1.0,2,4,0.75,0.75,0.75,66618,66618
SC4,sc4,NPMEX,combo2,zeek+auth,1.0,2,4,0.5,0.5,0.5,12314,12314
SC4,sc4,NPMEX,combo2,auditd+zeek,1.0,3,4,0.25,0.25,0.25,11859,11859
SC4,sc4,NPMEX,combo2,syslog+auth,1.0,3,4,0.5,0.5,0.5,60196,60196
SC4,sc4,NPMEX,combo2,auditd+syslog,1.0,3,4,0.5,0.5,0.5,59741,59741
SC4,sc4,NPMEX,combo2,zeek+syslog,1.0,3,4,0.75,0.75,0.75,66618,66618
SC4,sc4,NPMEX,combo2,zeek+auth,1.0,3,4,0.5,0.5,0.5,12314,12314
SC4,sc4,NPMEX,combo2,auditd+zeek,1.0,4,4,0.25,0.25,0.25,11859,11859
SC4,sc4,NPMEX,combo2,syslog+auth,1.0,4,4,0.5,0.5,0.5,60196,60196
SC4,sc4,NPMEX,combo2,auditd+syslog,1.0,4,4,0.5,0.5,0.5,59741,59741
SC4,sc4,NPMEX,combo2,zeek+syslog,1.0,4,4,0.75,0.75,0.75,66618,66618
SC4,sc4,NPMEX,combo2,zeek+auth,1.0,4,4,0.5,0.5,0.5,12314,12314
SC4,sc4,NPMEX,combo2,auditd+zeek,0.75,0,4,0.25,0.25,0.25,11859,8938
SC4,sc4,NPMEX,combo2,syslog+auth,0.75,0,4,0.5,0.5,0.5,60196,45245
SC4,sc4,NPMEX,combo2,auditd+syslog,0.75,0,4,0.5,0.25,0.5,59741,44916
SC4,sc4,NPMEX,combo2,zeek+syslog,0.75,0,4,0.75,0.5,0.75,66618,50064
SC4,sc4,NPMEX,combo2,zeek+auth,0.75,0,4,0.5,0.5,0.5,12314,9267
SC4,sc4,NPMEX,combo2,auditd+zeek,0.75,1,4,0.25,0.25,0.25,11859,8865
SC4,sc4,NPMEX,combo2,syslog+auth,0.75,1,4,0.25,0.25,0.25,60196,45158
SC4,sc4,NPMEX,combo2,auditd+syslog,0.75,1,4,0.25,0.25,0.25,59741,44823
SC4,sc4,NPMEX,combo2,zeek+syslog,0.75,1,4,0.5,0.5,0.5,66618,49964
SC4,sc4,NPMEX,combo2,zeek+auth,0.75,1,4,0.5,0.5,0.5,12314,9200
SC4,sc4,NPMEX,combo2,auditd+zeek,0.75,2,4,0.25,0.25,0.25,11859,8893
SC4,sc4,NPMEX,combo2,syslog+auth,0.75,2,4,0.5,0.5,0.5,60196,45260
SC4,sc4,NPMEX,combo2,auditd+syslog,0.75,2,4,0.5,0.5,0.5,59741,44947
SC4,sc4,NPMEX,combo2,zeek+syslog,0.75,2,4,0.75,0.75,0.75,66618,50032
SC4,sc4,NPMEX,combo2,zeek+auth,0.75,2,4,0.5,0.5,0.5,12314,9206
SC4,sc4,NPMEX,combo2,auditd+zeek,0.75,3,4,0.25,0.25,0.25,11859,8830
SC4,sc4,NPMEX,combo2,syslog+auth,0.75,3,4,0.5,0.5,0.5,60196,45130
SC4,sc4,NPMEX,combo2,auditd+syslog,0.75,3,4,0.5,0.5,0.5,59741,44747
SC4,sc4,NPMEX,combo2,zeek+syslog,0.75,3,4,0.75,0.75,0.75,66618,49877
SC4,sc4,NPMEX,combo2,zeek+auth,0.75,3,4,0.5,0.5,0.5,12314,9213
SC4,sc4,NPMEX,combo2,auditd+zeek,0.75,4,4,0.25,0.25,0.25,11859,8878
SC4,sc4,NPMEX,combo2,syslog+auth,0.75,4,4,0.5,0.5,0.5,60196,45147
SC4,sc4,NPMEX,combo2,auditd+syslog,0.75,4,4,0.5,0.5,0.5,59741,44795
SC4,sc4,NPMEX,combo2,zeek+syslog,0.75,4,4,0.75,0.75,0.75,66618,49961
SC4,sc4,NPMEX,combo2,zeek+auth,0.75,4,4,0.5,0.5,0.5,12314,9230
SC4,sc4,NPMEX,combo2,auditd+zeek,0.5,0,4,0.25,0.25,0.25,11859,5980
SC4,sc4,NPMEX,combo2,syslog+auth,0.5,0,4,0.25,0.25,0.25,60196,30083
SC4,sc4,NPMEX,combo2,auditd+syslog,0.5,0,4,0.25,0.25,0.25,59741,29889
SC4,sc4,NPMEX,combo2,zeek+syslog,0.5,0,4,0.5,0.5,0.5,66618,33313
SC4,sc4,NPMEX,combo2,zeek+auth,0.5,0,4,0.5,0.5,0.5,12314,6174
SC4,sc4,NPMEX,combo2,auditd+zeek,0.5,1,4,0.25,0.25,0.25,11859,5901
SC4,sc4,NPMEX,combo2,syslog+auth,0.5,1,4,0.25,0.25,0.25,60196,29988
SC4,sc4,NPMEX,combo2,auditd+syslog,0.5,1,4,0.25,0.25,0.25,59741,29729
SC4,sc4,NPMEX,combo2,zeek+syslog,0.5,1,4,0.5,0.5,0.5,66618,33188
SC4,sc4,NPMEX,combo2,zeek+auth,0.5,1,4,0.5,0.5,0.5,12314,6160
SC4,sc4,NPMEX,combo2,auditd+zeek,0.5,2,4,0.25,0.25,0.25,11859,5921
SC4,sc4,NPMEX,combo2,syslog+auth,0.5,2,4,0.25,0.25,0.25,60196,30266
SC4,sc4,NPMEX,combo2,auditd+syslog,0.5,2,4,0.25,0.25,0.25,59741,30031
SC4,sc4,NPMEX,combo2,zeek+syslog,0.5,2,4,0.5,0.5,0.5,66618,33460
SC4,sc4,NPMEX,combo2,zeek+auth,0.5,2,4,0.5,0.5,0.5,12314,6156
SC4,sc4,NPMEX,combo2,auditd+zeek,0.5,3,4,0.25,0.25,0.25,11859,5854
SC4,sc4,NPMEX,combo2,syslog+auth,0.5,3,4,0.5,0.5,0.5,60196,30087
SC4,sc4,NPMEX,combo2,auditd+syslog,0.5,3,4,0.5,0.5,0.5,59741,29825
SC4,sc4,NPMEX,combo2,zeek+syslog,0.5,3,4,0.75,0.75,0.75,66618,33233
SC4,sc4,NPMEX,combo2,zeek+auth,0.5,3,4,0.5,0.5,0.5,12314,6116
SC4,sc4,NPMEX,combo2,auditd+zeek,0.5,4,4,0.25,0.25,0.25,11859,5902
SC4,sc4,NPMEX,combo2,syslog+auth,0.5,4,4,0.5,0.5,0.5,60196,29995
SC4,sc4,NPMEX,combo2,auditd+syslog,0.5,4,4,0.5,0.5,0.5,59741,29748
SC4,sc4,NPMEX,combo2,zeek+syslog,0.5,4,4,0.75,0.75,0.75,66618,33198
SC4,sc4,NPMEX,combo2,zeek+auth,0.5,4,4,0.5,0.5,0.5,12314,6149
SC4,sc4,NPMEX,combo2,auditd+zeek,0.25,0,4,0.25,0.25,0.25,11859,2972
SC4,sc4,NPMEX,combo2,syslog+auth,0.25,0,4,0.25,0.25,0.25,60196,15051
SC4,sc4,NPMEX,combo2,auditd+syslog,0.25,0,4,0.25,0.25,0.25,59741,14999
SC4,sc4,NPMEX,combo2,zeek+syslog,0.25,0,4,0.5,0.5,0.5,66618,16639
SC4,sc4,NPMEX,combo2,zeek+auth,0.25,0,4,0.5,0.5,0.5,12314,3024
SC4,sc4,NPMEX,combo2,auditd+zeek,0.25,1,4,0.25,0.25,0.25,11859,2916
SC4,sc4,NPMEX,combo2,syslog+auth,0.25,1,4,0.25,0.25,0.25,60196,15063
SC4,sc4,NPMEX,combo2,auditd+syslog,0.25,1,4,0.25,0.25,0.25,59741,14943
SC4,sc4,NPMEX,combo2,zeek+syslog,0.25,1,4,0.5,0.5,0.5,66618,16663
SC4,sc4,NPMEX,combo2,zeek+auth,0.25,1,4,0.5,0.5,0.5,12314,3036
SC4,sc4,NPMEX,combo2,auditd+zeek,0.25,2,4,0.25,0.25,0.25,11859,2943
SC4,sc4,NPMEX,combo2,syslog+auth,0.25,2,4,0.25,0.25,0.25,60196,15152
SC4,sc4,NPMEX,combo2,auditd+syslog,0.25,2,4,0.25,0.25,0.25,59741,15028
SC4,sc4,NPMEX,combo2,zeek+syslog,0.25,2,4,0.5,0.5,0.5,66618,16709
SC4,sc4,NPMEX,combo2,zeek+auth,0.25,2,4,0.5,0.5,0.5,12314,3067
SC4,sc4,NPMEX,combo2,auditd+zeek,0.25,3,4,0.25,0.25,0.25,11859,2953
SC4,sc4,NPMEX,combo2,syslog+auth,0.25,3,4,0.5,0.25,0.5,60196,15015
SC4,sc4,NPMEX,combo2,auditd+syslog,0.25,3,4,0.5,0.25,0.5,59741,14891
SC4,sc4,NPMEX,combo2,zeek+syslog,0.25,3,4,0.75,0.5,0.75,66618,16628
SC4,sc4,NPMEX,combo2,zeek+auth,0.25,3,4,0.5,0.5,0.5,12314,3077
SC4,sc4,NPMEX,combo2,auditd+zeek,0.25,4,4,0.25,0.25,0.25,11859,2919
SC4,sc4,NPMEX,combo2,syslog+auth,0.25,4,4,0.5,0.5,0.5,60196,14882
SC4,sc4,NPMEX,combo2,auditd+syslog,0.25,4,4,0.5,0.25,0.5,59741,14767
SC4,sc4,NPMEX,combo2,zeek+syslog,0.25,4,4,0.75,0.5,0.75,66618,16464
SC4,sc4,NPMEX,combo2,zeek+auth,0.25,4,4,0.5,0.5,0.5,12314,3034
SC4,sc4,NPMEX,combo2,auditd+zeek,0.1,0,4,0.25,0.25,0.25,11859,1181
SC4,sc4,NPMEX,combo2,syslog+auth,0.1,0,4,0.25,0.25,0.25,60196,6025
SC4,sc4,NPMEX,combo2,auditd+syslog,0.1,0,4,0.25,0.25,0.25,59741,6004
SC4,sc4,NPMEX,combo2,zeek+syslog,0.1,0,4,0.5,0.5,0.5,66618,6655
SC4,sc4,NPMEX,combo2,zeek+auth,0.1,0,4,0.5,0.5,0.5,12314,1202
SC4,sc4,NPMEX,combo2,auditd+zeek,0.1,1,4,0.25,0.25,0.25,11859,1157
SC4,sc4,NPMEX,combo2,syslog+auth,0.1,1,4,0.0,0.0,0.0,60196,6186
SC4,sc4,NPMEX,combo2,auditd+syslog,0.1,1,4,0.0,0.0,0.0,59741,6133
SC4,sc4,NPMEX,combo2,zeek+syslog,0.1,1,4,0.25,0.25,0.25,66618,6846
SC4,sc4,NPMEX,combo2,zeek+auth,0.1,1,4,0.25,0.25,0.25,12314,1210
SC4,sc4,NPMEX,combo2,auditd+zeek,0.1,2,4,0.25,0.25,0.25,11859,1177
SC4,sc4,NPMEX,combo2,syslog+auth,0.1,2,4,0.25,0.25,0.25,60196,6101
SC4,sc4,NPMEX,combo2,auditd+syslog,0.1,2,4,0.25,0.25,0.25,59741,6037
SC4,sc4,NPMEX,combo2,zeek+syslog,0.1,2,4,0.5,0.5,0.5,66618,6700
SC4,sc4,NPMEX,combo2,zeek+auth,0.1,2,4,0.25,0.25,0.25,12314,1241
SC4,sc4,NPMEX,combo2,auditd+zeek,0.1,3,4,0.25,0.25,0.25,11859,1150
SC4,sc4,NPMEX,combo2,syslog+auth,0.1,3,4,0.5,0.25,0.5,60196,5923
SC4,sc4,NPMEX,combo2,auditd+syslog,0.1,3,4,0.5,0.25,0.5,59741,5905
SC4,sc4,NPMEX,combo2,zeek+syslog,0.1,3,4,0.75,0.5,0.75,66618,6563
SC4,sc4,NPMEX,combo2,zeek+auth,0.1,3,4,0.5,0.5,0.5,12314,1168
SC4,sc4,NPMEX,combo2,auditd+zeek,0.1,4,4,0.25,0.25,0.25,11859,1193
SC4,sc4,NPMEX,combo2,syslog+auth,0.1,4,4,0.25,0.25,0.25,60196,5950
SC4,sc4,NPMEX,combo2,auditd+syslog,0.1,4,4,0.25,0.25,0.25,59741,5898
SC4,sc4,NPMEX,combo2,zeek+syslog,0.1,4,4,0.5,0.5,0.5,66618,6607
SC4,sc4,NPMEX,combo2,zeek+auth,0.1,4,4,0.5,0.5,0.5,12314,1245
SC4,sc4,NPMEX,multi,auditd+auth+suricata+syslog+zeek,1.0,0,4,0.75,0.75,0.75,188270,188270
SC4,sc4,NPMEX,multi,auditd+auth+suricata+syslog+zeek,1.0,1,4,0.75,0.75,0.75,188270,188270
SC4,sc4,NPMEX,multi,auditd+auth+suricata+syslog+zeek,1.0,2,4,0.75,0.75,0.75,188270,188270
SC4,sc4,NPMEX,multi,auditd+auth+suricata+syslog+zeek,1.0,3,4,0.75,0.75,0.75,188270,188270
SC4,sc4,NPMEX,multi,auditd+auth+suricata+syslog+zeek,1.0,4,4,0.75,0.75,0.75,188270,188270
SC4,sc4,NPMEX,multi,auditd+auth+suricata+syslog+zeek,0.75,0,4,0.75,0.75,0.75,188270,141184
SC4,sc4,NPMEX,multi,auditd+auth+suricata+syslog+zeek,0.75,1,4,0.5,0.5,0.5,188270,140979
SC4,sc4,NPMEX,multi,auditd+auth+suricata+syslog+zeek,0.75,2,4,0.75,0.75,0.75,188270,141160
SC4,sc4,NPMEX,multi,auditd+auth+suricata+syslog+zeek,0.75,3,4,0.75,0.75,0.75,188270,141137
SC4,sc4,NPMEX,multi,auditd+auth+suricata+syslog+zeek,0.75,4,4,0.75,0.75,0.75,188270,141005
SC4,sc4,NPMEX,multi,auditd+auth+suricata+syslog+zeek,0.5,0,4,0.5,0.5,0.5,188270,93926
SC4,sc4,NPMEX,multi,auditd+auth+suricata+syslog+zeek,0.5,1,4,0.5,0.5,0.5,188270,94023
SC4,sc4,NPMEX,multi,auditd+auth+suricata+syslog+zeek,0.5,2,4,0.5,0.5,0.5,188270,94103
SC4,sc4,NPMEX,multi,auditd+auth+suricata+syslog+zeek,0.5,3,4,0.75,0.75,0.75,188270,94243
SC4,sc4,NPMEX,multi,auditd+auth+suricata+syslog+zeek,0.5,4,4,0.75,0.75,0.75,188270,93889
SC4,sc4,NPMEX,multi,auditd+auth+suricata+syslog+zeek,0.25,0,4,0.5,0.5,0.5,188270,47087
SC4,sc4,NPMEX,multi,auditd+auth+suricata+syslog+zeek,0.25,1,4,0.5,0.5,0.5,188270,47013
SC4,sc4,NPMEX,multi,auditd+auth+suricata+syslog+zeek,0.25,2,4,0.5,0.5,0.5,188270,47099
SC4,sc4,NPMEX,multi,auditd+auth+suricata+syslog+zeek,0.25,3,4,0.75,0.5,0.75,188270,47137
SC4,sc4,NPMEX,multi,auditd+auth+suricata+syslog+zeek,0.25,4,4,0.75,0.75,0.75,188270,46655
SC4,sc4,NPMEX,multi,auditd+auth+suricata+syslog+zeek,0.1,0,4,0.5,0.5,0.5,188270,18868
SC4,sc4,NPMEX,multi,auditd+auth+suricata+syslog+zeek,0.1,1,4,0.25,0.25,0.25,188270,18892
SC4,sc4,NPMEX,multi,auditd+auth+suricata+syslog+zeek,0.1,2,4,0.5,0.5,0.5,188270,18839
SC4,sc4,NPMEX,multi,auditd+auth+suricata+syslog+zeek,0.1,3,4,0.75,0.5,0.75,188270,18606
SC4,sc4,NPMEX,multi,auditd+auth+suricata+syslog+zeek,0.1,4,4,0.5,0.5,0.5,188270,18719
SC5,sc5,3CX,single,azure_events,1.0,0,4,0.25,0.25,0.25,7453,7453
SC5,sc5,3CX,single,azure_events,1.0,1,4,0.25,0.25,0.25,7453,7453
SC5,sc5,3CX,single,azure_events,1.0,2,4,0.25,0.25,0.25,7453,7453
SC5,sc5,3CX,single,azure_events,1.0,3,4,0.25,0.25,0.25,7453,7453
SC5,sc5,3CX,single,azure_events,1.0,4,4,0.25,0.25,0.25,7453,7453
SC5,sc5,3CX,single,azure_events,0.75,0,4,0.25,0.25,0.25,7453,5596
SC5,sc5,3CX,single,azure_events,0.75,1,4,0.25,0.25,0.25,7453,5593
SC5,sc5,3CX,single,azure_events,0.75,2,4,0.25,0.25,0.25,7453,5640
SC5,sc5,3CX,single,azure_events,0.75,3,4,0.25,0.25,0.25,7453,5597
SC5,sc5,3CX,single,azure_events,0.75,4,4,0.25,0.25,0.25,7453,5618
SC5,sc5,3CX,single,azure_events,0.5,0,4,0.25,0.25,0.25,7453,3675
SC5,sc5,3CX,single,azure_events,0.5,1,4,0.25,0.25,0.25,7453,3729
SC5,sc5,3CX,single,azure_events,0.5,2,4,0.25,0.25,0.25,7453,3787
SC5,sc5,3CX,single,azure_events,0.5,3,4,0.25,0.25,0.25,7453,3726
SC5,sc5,3CX,single,azure_events,0.5,4,4,0.25,0.25,0.25,7453,3803
SC5,sc5,3CX,single,azure_events,0.25,0,4,0.25,0.25,0.25,7453,1831
SC5,sc5,3CX,single,azure_events,0.25,1,4,0.25,0.25,0.25,7453,1856
SC5,sc5,3CX,single,azure_events,0.25,2,4,0.25,0.25,0.25,7453,1878
SC5,sc5,3CX,single,azure_events,0.25,3,4,0.25,0.25,0.25,7453,1870
SC5,sc5,3CX,single,azure_events,0.25,4,4,0.25,0.25,0.25,7453,1877
SC5,sc5,3CX,single,azure_events,0.1,0,4,0.25,0.25,0.25,7453,764
SC5,sc5,3CX,single,azure_events,0.1,1,4,0.25,0.25,0.25,7453,722
SC5,sc5,3CX,single,azure_events,0.1,2,4,0.25,0.25,0.25,7453,729
SC5,sc5,3CX,single,azure_events,0.1,3,4,0.25,0.25,0.25,7453,711
SC5,sc5,3CX,single,azure_events,0.1,4,4,0.25,0.25,0.25,7453,703
SC5,sc5,3CX,multi,azure_events,1.0,0,4,0.25,0.25,0.25,7453,7453
SC5,sc5,3CX,multi,azure_events,1.0,1,4,0.25,0.25,0.25,7453,7453
SC5,sc5,3CX,multi,azure_events,1.0,2,4,0.25,0.25,0.25,7453,7453
SC5,sc5,3CX,multi,azure_events,1.0,3,4,0.25,0.25,0.25,7453,7453
SC5,sc5,3CX,multi,azure_events,1.0,4,4,0.25,0.25,0.25,7453,7453
SC5,sc5,3CX,multi,azure_events,0.75,0,4,0.25,0.25,0.25,7453,5596
SC5,sc5,3CX,multi,azure_events,0.75,1,4,0.25,0.25,0.25,7453,5593
SC5,sc5,3CX,multi,azure_events,0.75,2,4,0.25,0.25,0.25,7453,5640
SC5,sc5,3CX,multi,azure_events,0.75,3,4,0.25,0.25,0.25,7453,5597
SC5,sc5,3CX,multi,azure_events,0.75,4,4,0.25,0.25,0.25,7453,5618
SC5,sc5,3CX,multi,azure_events,0.5,0,4,0.25,0.25,0.25,7453,3675
SC5,sc5,3CX,multi,azure_events,0.5,1,4,0.25,0.25,0.25,7453,3729
SC5,sc5,3CX,multi,azure_events,0.5,2,4,0.25,0.25,0.25,7453,3787
SC5,sc5,3CX,multi,azure_events,0.5,3,4,0.25,0.25,0.25,7453,3726
SC5,sc5,3CX,multi,azure_events,0.5,4,4,0.25,0.25,0.25,7453,3803
SC5,sc5,3CX,multi,azure_events,0.25,0,4,0.25,0.25,0.25,7453,1831
SC5,sc5,3CX,multi,azure_events,0.25,1,4,0.25,0.25,0.25,7453,1856
SC5,sc5,3CX,multi,azure_events,0.25,2,4,0.25,0.25,0.25,7453,1878
SC5,sc5,3CX,multi,azure_events,0.25,3,4,0.25,0.25,0.25,7453,1870
SC5,sc5,3CX,multi,azure_events,0.25,4,4,0.25,0.25,0.25,7453,1877
SC5,sc5,3CX,multi,azure_events,0.1,0,4,0.25,0.25,0.25,7453,764
SC5,sc5,3CX,multi,azure_events,0.1,1,4,0.25,0.25,0.25,7453,722
SC5,sc5,3CX,multi,azure_events,0.1,2,4,0.25,0.25,0.25,7453,729
SC5,sc5,3CX,multi,azure_events,0.1,3,4,0.25,0.25,0.25,7453,711
SC5,sc5,3CX,multi,azure_events,0.1,4,4,0.25,0.25,0.25,7453,703
SC6,sc6,CloudEX,single,azure_events,1.0,0,4,0.25,0.25,0.25,6528,6528
SC6,sc6,CloudEX,single,syslog,1.0,0,4,0.25,0.25,0.25,3246,3246
