scenario,scenario_key,name,budget,source_set,rate,seed,n_expected_steps,step_recall,chain_recall,reconstructability,n_events_pre_sampling,n_events
SC7,sc7,LayerInj,combo2,zeek+syslog,0.25,3,3,0.3333,0.3333,0.3333,16267,4112
SC7,sc7,LayerInj,combo2,auditd+zeek,0.25,4,3,0.3333,0.3333,0.3333,21225,5218
SC7,sc7,LayerInj,combo2,auditd+syslog,0.25,4,3,0.0,0.0,0.0,24568,5967
SC7,sc7,LayerInj,combo2,zeek+syslog,0.25,4,3,0.3333,0.3333,0.3333,16267,3955
SC7,sc7,LayerInj,combo2,auditd+zeek,0.1,0,3,0.3333,0.3333,0.3333,21225,2080
SC7,sc7,LayerInj,combo2,auditd+syslog,0.1,0,3,0.0,0.0,0.0,24568,2429
SC7,sc7,LayerInj,combo2,zeek+syslog,0.1,0,3,0.3333,0.3333,0.3333,16267,1643
SC7,sc7,LayerInj,combo2,auditd+zeek,0.1,1,3,0.3333,0.3333,0.3333,21225,2064
SC7,sc7,LayerInj,combo2,auditd+syslog,0.1,1,3,0.0,0.0,0.0,24568,2487
SC7,sc7,LayerInj,combo2,zeek+syslog,0.1,1,3,0.3333,0.3333,0.3333,16267,1741
SC7,sc7,LayerInj,combo2,auditd+zeek,0.1,2,3,0.3333,0.3333,0.3333,21225,2079
SC7,sc7,LayerInj,combo2,auditd+syslog,0.1,2,3,0.0,0.0,0.0,24568,2494
SC7,sc7,LayerInj,combo2,zeek+syslog,0.1,2,3,0.3333,0.3333,0.3333,16267,1639
SC7,sc7,LayerInj,combo2,auditd+zeek,0.1,3,3,0.3333,0.3333,0.3333,21225,2061
SC7,sc7,LayerInj,combo2,auditd+syslog,0.1,3,3,0.0,0.0,0.0,24568,2456
SC7,sc7,LayerInj,combo2,zeek+syslog,0.1,3,3,0.3333,0.3333,0.3333,16267,1609
SC7,sc7,LayerInj,combo2,auditd+zeek,0.1,4,3,0.3333,0.3333,0.3333,21225,2142
SC7,sc7,LayerInj,combo2,auditd+syslog,0.1,4,3,0.0,0.0,0.0,24568,2444
SC7,sc7,LayerInj,combo2,zeek+syslog,0.1,4,3,0.3333,0.3333,0.3333,16267,1630
SC7,sc7,LayerInj,multi,auditd+suricata+syslog+zeek+tracee,1.0,0,3,0.6667,0.6667,0.6667,222046,222046
SC7,sc7,LayerInj,multi,auditd+suricata+syslog+zeek+tracee,1.0,1,3,0.6667,0.6667,0.6667,222046,222046
SC7,sc7,LayerInj,multi,auditd+suricata+syslog+zeek+tracee,1.0,2,3,0.6667,0.6667,0.6667,222046,222046
SC7,sc7,LayerInj,multi,auditd+suricata+syslog+zeek+tracee,1.0,3,3,0.6667,0.6667,0.6667,222046,222046
SC7,sc7,LayerInj,multi,auditd+suricata+syslog+zeek+tracee,1.0,4,3,0.6667,0.6667,0.6667,222046,222046
SC7,sc7,LayerInj,multi,auditd+suricata+syslog+zeek+tracee,0.75,0,3,0.6667,0.6667,0.6667,222046,166392
SC7,sc7,LayerInj,multi,auditd+suricata+syslog+zeek+tracee,0.75,1,3,0.6667,0.6667,0.6667,222046,166261
SC7,sc7,LayerInj,multi,auditd+suricata+syslog+zeek+tracee,0.75,2,3,0.6667,0.6667,0.6667,222046,166422
SC7,sc7,LayerInj,multi,auditd+suricata+syslog+zeek+tracee,0.75,3,3,0.6667,0.6667,0.6667,222046,166395
SC7,sc7,LayerInj,multi,auditd+suricata+syslog+zeek+tracee,0.75,4,3,0.6667,0.6667,0.6667,222046,166552
SC7,sc7,LayerInj,multi,auditd+suricata+syslog+zeek+tracee,0.5,0,3,0.6667,0.6667,0.6667,222046,110640
SC7,sc7,LayerInj,multi,auditd+suricata+syslog+zeek+tracee,0.5,1,3,0.6667,0.6667,0.6667,222046,110880
SC7,sc7,LayerInj,multi,auditd+suricata+syslog+zeek+tracee,0.5,2,3,0.6667,0.6667,0.6667,222046,110855
SC7,sc7,LayerInj,multi,auditd+suricata+syslog+zeek+tracee,0.5,3,3,0.6667,0.6667,0.6667,222046,110939
SC7,sc7,LayerInj,multi,auditd+suricata+syslog+zeek+tracee,0.5,4,3,0.6667,0.6667,0.6667,222046,111264
SC7,sc7,LayerInj,multi,auditd+suricata+syslog+zeek+tracee,0.25,0,3,0.6667,0.6667,0.6667,222046,55294
SC7,sc7,LayerInj,multi,auditd+suricata+syslog+zeek+tracee,0.25,1,3,0.6667,0.6667,0.6667,222046,55668
SC7,sc7,LayerInj,multi,auditd+suricata+syslog+zeek+tracee,0.25,2,3,0.6667,0.6667,0.6667,222046,55418
SC7,sc7,LayerInj,multi,auditd+suricata+syslog+zeek+tracee,0.25,3,3,0.6667,0.6667,0.6667,222046,55434
SC7,sc7,LayerInj,multi,auditd+suricata+syslog+zeek+tracee,0.25,4,3,0.6667,0.6667,0.6667,222046,55781
SC7,sc7,LayerInj,multi,auditd+suricata+syslog+zeek+tracee,0.1,0,3,0.6667,0.6667,0.6667,222046,22068
SC7,sc7,LayerInj,multi,auditd+suricata+syslog+zeek+tracee,0.1,1,3,0.6667,0.6667,0.6667,222046,22338
SC7,sc7,LayerInj,multi,auditd+suricata+syslog+zeek+tracee,0.1,2,3,0.6667,0.6667,0.6667,222046,22163
SC7,sc7,LayerInj,multi,auditd+suricata+syslog+zeek+tracee,0.1,3,3,0.6667,0.6667,0.6667,222046,22167
SC7,sc7,LayerInj,multi,auditd+suricata+syslog+zeek+tracee,0.1,4,3,0.6667,0.6667,0.6667,222046,22352
